ID	Plate	Row	Column	CTB	cellControl	virusControl	Chemical.name	wellType	Broad.Therapeutic.class	Reported.therapeutic.effect	Inhibition.Index	color	pch	CTBvc	CTBcc	Vratio	Vlog2R	I	z	p.value	log10Pval	e.value	FDR	log10FDR	sig	selected.FDR	selected.ii	selected.arbidolMean	selected.FDRandArbidol	selected.FDRorArbidol	selected.FDRonly	selected.ArbidolOnly
01A11	1	A	11	10571	37964.25	10135.6666666667	Sulfaguanidine	treated	Infectiology	Antibacterial	0.0204277949399758	#FF0000FF	1	10202	37197.5	0.284185765172391	-1.81509380290177	2.74652527789117	0.0142156663594006	0.49432896065129	-0.305983945309787	770.16452069471	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01A12	1	A	12	30140	37964.25	10135.6666666667	Arbidol	treated	NA	NA	NA	black	19	10202	37197.5	0.810269507359366	-0.303526245827629	83.7369616198609	7.32552234156697	1.18984988225943e-13	-12.9245078280351	1.8537861165602e-10	6.17928705520066e-11	-10.2090616294182	10.2090616294182	1	NA	0	FALSE	TRUE	TRUE	FALSE
01B01	1	B	1	40774	37964.25	10135.6666666667	NA	cellCtl	NA	NA	NA	#FF0000FF	5	10202	37197.5	1.09614893474024	0.132443831887292	107.096424887596	9.43426761363259	1.96867603963608e-21	-20.705825744387	3.06719726975302e-18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
01B02	1	B	2	9488	37964.25	10135.6666666667	Meticrane	treated	Metabolism	Antihypertensive 'Diuretic	-0.0303914284597036	#FF0000FF	1	10202	37197.5	0.255070905302776	-1.97102974776681	-5.6085893558624	-0.740031478772122	0.770359553046102	-0.11330652748012	1200.22018364583	0.957877241536973	-0.0186901451377244	0.0186901451377244	0	0	0	FALSE	FALSE	FALSE	FALSE
01B03	1	B	3	7659	37964.25	10135.6666666667	Benzonatate	treated	Neuromuscular	Antitussive 'Local anesthetic	-0.116216321902006	#FF0000FF	1	10202	37197.5	0.205900934202567	-2.27997771918454	-22.1621538293694	-2.23438305779817	0.987271060252773	-0.0055635932166277	1538.16831187382	0.999999854162159	-6.33365742768098e-08	6.33365742768098e-08	0	0	0	FALSE	FALSE	FALSE	FALSE
01B04	1	B	4	8166	37964.25	10135.6666666667	Hydroflumethiazide	treated	Metabolism	Antihypertensive 'Diuretic	-0.0924256051304109	#FF0000FF	1	10202	37197.5	0.219530882451778	-2.18750419008766	-17.2073825810801	-1.78709750486219	0.963039134644852	-0.0163560642617827	1500.41497177668	0.999999854162159	-6.33365742768098e-08	6.33365742768098e-08	0	0	0	FALSE	FALSE	FALSE	FALSE
01B05	1	B	5	10186	37964.25	10135.6666666667	Sulfacetamide sodic hydrate	treated	Dermatology 'Infectiology	Antibacterial Antipsoriatic	0.00236186603057918	#FF0000FF	1	10202	37197.5	0.273835607231669	-1.86861804041528	-0.121326265232502	-0.244675914891148	0.596646310791412	-0.224283040379604	929.57495221302	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01B06	1	B	6	9826	37964.25	10135.6666666667	Heptaminol hydrochloride	treated	Cardiovascular	Analeptic 'Positive inotropic 'Vasodilator	-0.0145309506119735	#FF0000FF	1	10202	37197.5	0.264157537468916	-1.9205295185618	-2.90276547154956	-0.495766734428957	0.689970501292537	-0.161169476508732	1074.97404101377	0.940953506462164	-0.0264318350060795	0.0264318350060795	0	0	0	FALSE	FALSE	FALSE	FALSE
01B07	1	B	7	9654	37964.25	10135.6666666667	Sulfathiazole	treated	Infectiology	Antibacterial	-0.0226019630078598	#FF0000FF	1	10202	37197.5	0.25953357080449	-1.94600693086821	-4.26785612191715	-0.618998523700403	0.73204133428149	-0.135464396067904	1140.52039881056	0.940953506462164	-0.0264318350060795	0.0264318350060795	0	0	0	FALSE	FALSE	FALSE	FALSE
01B08	1	B	8	9949	37964.25	10135.6666666667	Levodopa	treated	Central Nervous System	Antiparkinsonian	-0.00875923825910138	#FF0000FF	1	10202	37197.5	0.267464211304523	-1.90258223375756	-1.94114227406398	-0.408957446562861	0.65871455507687	-0.181302740202435	1026.27727680976	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01B09	1	B	9	9893	37964.25	10135.6666666667	Idoxuridine	treated	Infectiology	Antiviral	-0.0113870097368317	#FF0000FF	1	10202	37197.5	0.265958733785873	-1.91072568066818	-2.37747164322268	-0.448346514870251	0.673048432178326	-0.171953683070252	1048.60945733383	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01B10	1	B	10	10618	37964.25	10135.6666666667	Captopril	treated	Cardiovascular	Antihypertensive 'Vasodilator	0.0226332460016425	#FF0000FF	1	10202	37197.5	0.285449290946972	-1.80869361618908	3.08945001989453	0.0451727530049966	0.481984806012699	-0.316966652152954	750.932327767785	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01B11	1	B	11	10185	37964.25	10135.6666666667	Minoxidil	treated	Cardiovascular	Anti-alopecia 'Antihypertensive 'Vasodilator	0.00231494153990541	#FF0000FF	1	10202	37197.5	0.27380872370455	-1.86875968245956	-0.128915506558279	-0.245361023815992	0.596911547392845	-0.224090019499204	929.988190838053	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01B12	1	B	12	32753	37964.25	10135.6666666667	Arbidol	treated	NA	NA	NA	black	19	10202	37197.5	0.88051616372068	-0.1835786068949	90.1638074263128	7.90569751739686	1.33218718307447e-15	-14.8754347489908	2.07554763123002e-12	1.03777381561501e-12	-11.9838972913183	11.9838972913183	1	NA	1	TRUE	TRUE	FALSE	FALSE
01C01	1	C	1	36539	37964.25	10135.6666666667	NA	cellCtl	NA	NA	NA	#FF0000FF	5	10202	37197.5	0.982297197392298	-0.0257685119611436	98.6193398224912	8.66900974588744	2.17947328528644e-18	-17.6616484499424	3.39561937847627e-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
01C02	1	C	2	10004	37964.25	10135.6666666667	Sulfaphenazole	treated	Infectiology	Antibacterial	-0.00617839127204465	#FF0000FF	1	10202	37197.5	0.268942805296055	-1.89462870013185	-1.51498853995387	-0.370486970521615	0.644490158499709	-0.190783710028039	1004.11566694255	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01C03	1	C	3	10946	37964.25	10135.6666666667	(D)-Panthenol	treated	Metabolism	Anti-alopecia	0.0380244789426349	#FF0000FF	1	10202	37197.5	0.294267087841925	-1.76480190110533	5.44118689053215	0.257472751093962	0.398406923939271	-0.399673122551329	620.717987497385	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01C04	1	C	4	10122	37964.25	10135.6666666667	Sulfadiazine	treated	Infectiology	Antibacterial	-0.000641301372541321	#FF0000FF	1	10202	37197.5	0.272115061496068	-1.87771128330409	-0.608546109216119	-0.288659054858071	0.613578850551666	-0.212129618496828	955.955849159496	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01C05	1	C	5	20965	37964.25	10135.6666666667	Norethynodrel	treated	Endocrinology	Contraceptive	0.508160951003011	#FF0000FF	1	10202	37197.5	0.563613146044761	-0.827222832579063	55.6770744693995	4.79245239535128	8.23774365334879e-07	-6.08419172678459	0.00128344046119174	5.34766858829892e-05	-4.27183551515965	4.27183551515965	1	0	0	FALSE	TRUE	TRUE	FALSE
01C06	1	C	6	11482	37964.25	10135.6666666667	Thiamphenicol	treated	Infectiology	Antibacterial	0.0631760059437689	#FF0000FF	1	10202	37197.5	0.308676658377579	-1.69583170204155	9.13663966115168	0.591074960565498	0.277235098097132	-0.557151788688698	431.932282835331	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01C07	1	C	7	10444	37964.25	10135.6666666667	Cimetidine	treated	Gastroenterology	Antiulcer	0.0144683846244086	#FF0000FF	1	10202	37197.5	0.280771557228308	-1.83253129999997	1.8122167237772	-0.0701278274767615	0.527954040951118	-0.277403881689783	822.552395801842	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01C08	1	C	8	9889	37964.25	10135.6666666667	Doxylamine succinate	treated	Allergology 'Central Nervous System	Anti-anorectic 'Antiemetic 'Antihistaminic 'Antitussive 'Sedative	-0.0115747076995268	#FF0000FF	1	10202	37197.5	0.265851199677398	-1.91130911816107	-2.40873247368079	-0.451168545825065	0.67406596114511	-0.171297603227763	1050.19476746408	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01C09	1	C	9	10508	37964.25	10135.6666666667	Ethambutol dihydrochloride	treated	Infectiology	Antibacterial	0.0174715520275291	#FF0000FF	1	10202	37197.5	0.282492102963909	-1.82371755717918	2.2844608345488	-0.0274966024166408	0.510968175148475	-0.291606148373734	796.088416881324	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01C10	1	C	10	10094	37964.25	10135.6666666667	Antipyrine	treated	Central Nervous System 'Metabolism	Analgesic 'Anti-inflammatory 'Antipyretic	-0.00195518711140648	#FF0000FF	1	10202	37197.5	0.271362322736743	-1.88170767101439	-0.822674272349648	-0.307989197269673	0.620954723801834	-0.206940064750743	967.447459683257	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01C11	1	C	11	9958	37964.25	10135.6666666667	Antipyrine, 4-hydroxy	treated	Metabolism	NA	-0.00833691784303748	#FF0000FF	1	10202	37197.5	0.267706163048592	-1.90127774224677	-1.87124706086704	-0.402647746777394	0.65639631037515	-0.182833868795386	1022.66545156448	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01C12	1	C	12	9710	37964.25	10135.6666666667	NA	virusCtl	NA	NA	NA	#FF0000FF	17	10202	37197.5	0.26103904832314	-1.93766246200626	-3.82075591061092	-0.578637131577417	0.718582977676109	-0.143523074897715	1119.55227921938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
01D01	1	D	1	38152	37964.25	10135.6666666667	NA	cellCtl	NA	NA	NA	#FF0000FF	5	10202	37197.5	1.02566032663485	0.0365530250815421	101.958554437787	8.97045301758041	1.47648690050076e-19	-18.8307704017741	2.30036659098018e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
01D02	1	D	2	10122	37964.25	10135.6666666667	Chloramphenicol	treated	Infectiology	Antibacterial	-0.000641301372541321	#FF0000FF	1	10202	37197.5	0.272115061496068	-1.87771128330409	-0.608546109216119	-0.288659054858071	0.613578850551666	-0.212129618496828	955.955849159496	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01D03	1	D	3	11928	37964.25	10135.6666666667	Epirizole	treated	Central Nervous System	Analgesic 'Anti-inflammatory 'Antipyretic	0.0841043287842648	#FF0000FF	1	10202	37197.5	0.320666711472545	-1.64085350002937	12.0823952441054	0.856999228046181	0.195722655624417	-0.70835890023273	304.935897462842	0.895218591731075	-0.0480709070400598	0.0480709070400598	0	0	0	FALSE	FALSE	FALSE	FALSE
01D04	1	D	4	9674	37964.25	10135.6666666667	Diprophylline	treated	Cardiovascular 'Respiratory	Analeptic 'Antispastic 'Bronchodilator 'Diuretic	-0.0216634731943846	#FF0000FF	1	10202	37197.5	0.260071241346865	-1.94302121986695	-4.10788044921142	-0.604556927179233	0.727263283264518	-0.138308337738795	1133.07619532612	0.940953506462164	-0.0264318350060795	0.0264318350060795	0	0	0	FALSE	FALSE	FALSE	FALSE
01D05	1	D	5	26302	37964.25	10135.6666666667	Triamterene	treated	Metabolism	Antihypertensive 'Diuretic	0.758596957728855	#FF0000FF	1	10202	37197.5	0.707090530277572	-0.500033156767587	73.2080372679477	6.37503734143855	9.14591889275922e-11	-10.0387726543202	1.42493416349189e-07	1.58326018165765e-08	-7.80044771042301	7.80044771042301	1	0	0	FALSE	TRUE	TRUE	FALSE
01D06	1	D	6	9931	37964.25	10135.6666666667	Dapsone	treated	Infectiology	Antibacterial 'Antimalarial	-0.00960387909122899	#FF0000FF	1	10202	37197.5	0.266980307816385	-1.90519476070247	-2.08112258538594	-0.421593987749583	0.663339302282107	-0.178264270365455	1033.48263295552	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01D07	1	D	7	10566	37964.25	10135.6666666667	Troleandomycin	treated	Infectiology	Antibacterial	0.020193172486607	#FF0000FF	1	10202	37197.5	0.284051347536797	-1.81577634776045	2.70995423237685	0.0109142626225543	0.495645925624339	-0.304828459517211	772.21635212272	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01D08	1	D	8	25951	37964.25	10135.6666666667	Pyrimethamine	treated	Infectiology	Antimalarial 'Antiprotozoal 'Antineoplastic	0.742126461502366	#FF0000FF	1	10202	37197.5	0.697654412258888	-0.519415530066761	72.1695214149867	6.28128666875415	1.67891163461436e-10	-9.77497216128261	2.61574432672917e-07	2.61574432672917e-08	-7.58240470794606	7.58240470794606	1	0	0	FALSE	TRUE	TRUE	FALSE
01D09	1	D	9	10533	37964.25	10135.6666666667	Hexamethonium dibromide dihydrate	treated	Cardiovascular	Antihypertensive	0.018644664294373	#FF0000FF	1	10202	37197.5	0.283164191141878	-1.8202892607109	2.46815042591118	-0.0109142626225543	0.504354074375661	-0.297264466415551	785.78364787728	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01D10	1	D	10	10277	37964.25	10135.6666666667	Diflunisal	treated	Central Nervous System 'Metabolism	Analgesic 'Anti-inflammatory 'Antipyretic 'Uricosuric	0.00663199468189107	#FF0000FF	1	10202	37197.5	0.276282008199476	-1.85578647962997	0.566194250861801	-0.182610891343947	0.572448331005036	-0.242263706493858	891.874499705847	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01D11	1	D	11	12955	37964.25	10135.6666666667	Niclosamide	treated	Infectiology	Antihelmintic 'Antifungal 'Antineoplastic	0.132295780706214	#FF0000FF	1	10202	37197.5	0.34827609382351	-1.52169664724536	18.4668703904185	1.43334944744544	0.0758789987596478	-1.11987840835835	118.219480067531	0.579507255232996	-0.2369411224477	0.2369411224477	0	0	0	FALSE	FALSE	FALSE	FALSE
01D12	1	D	12	10244	37964.25	10135.6666666667	NA	virusCtl	NA	NA	NA	#FF0000FF	17	10202	37197.5	0.275394851804557	-1.86042650471535	0.317579721829518	-0.205054245741896	0.581235128303974	-0.235648145978372	905.564329897591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
01E01	1	E	1	32417	37964.25	10135.6666666667	NA	cellCtl	NA	NA	NA	#FF0000FF	5	10202	37197.5	0.871483298608777	-0.198455078551518	89.366719710941	7.83374145693662	2.36781041856263e-15	-14.6256530728394	3.68904863212057e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
01E02	1	E	2	9763	37964.25	10135.6666666667	Procaine hydrochloride	treated	Neuromuscular	Local anesthetic	-0.0174871935244202	#FF0000FF	1	10202	37197.5	0.262463875260434	-1.92980922665745	-3.39997620108381	-0.540651788640534	0.70562619267753	-0.151425306668484	1099.36560819159	0.940953506462164	-0.0264318350060795	0.0264318350060795	0	0	0	FALSE	FALSE	FALSE	FALSE
01E03	1	E	3	9728	37964.25	10135.6666666667	Moxisylyte hydrochoride	treated	Cardiovascular	Erectile dysfunction treatment 'Vasodilator	-0.0191295506980018	#FF0000FF	1	10202	37197.5	0.261522951811278	-1.93499052886923	-3.67759259010172	-0.565713248361573	0.714205636190047	-0.146176726872755	1112.73238118409	0.940953506462164	-0.0264318350060795	0.0264318350060795	0	0	0	FALSE	FALSE	FALSE	FALSE
01E04	1	E	4	10901	37964.25	10135.6666666667	Betazole hydrochloride	treated	Gastroenterology	Diagnostic	0.0359128768623158	#FF0000FF	1	10202	37197.5	0.293057329121581	-1.77074517648903	5.12274365299782	0.228725700535685	0.409541059053609	-0.387702550981673	638.064970005523	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01E05	1	E	5	10971	37964.25	10135.6666666667	Isoxicam	treated	Central Nervous System 'Metabolism	Analgesic 'Anti-inflammatory 'Antipyretic	0.0391975912094789	#FF0000FF	1	10202	37197.5	0.294939176019894	-1.76151063025029	5.61753459091874	0.273392311195478	0.39227583126071	-0.406408448621547	611.165745104186	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01E06	1	E	6	11651	37964.25	10135.6666666667	(S)-Naproxen	treated	Central Nervous System 'Metabolism	Analgesic 'Anti-inflammatory 'Antipyretic	0.0711062448676338	#FF0000FF	1	10202	37197.5	0.313219974460649	-1.67475187671418	10.2661057199367	0.693036045206991	0.244143465627564	-0.612354894889453	380.375519447745	0.932218163300377	-0.0304824395451631	0.0304824395451631	0	0	0	FALSE	FALSE	FALSE	FALSE
01E07	1	E	7	10426	37964.25	10135.6666666667	Naphazoline hydrochloride	treated	Cardiovascular	Nasal Decongestant 'Vasoconstrictor	0.013623743792281	#FF0000FF	1	10202	37197.5	0.280287653740171	-1.8350198977168	1.67887659351152	-0.082164934924463	0.532742221496016	-0.273482882648053	830.012381090793	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01E08	1	E	8	19837	37964.25	10135.6666666667	Ticlopidine hydrochloride	treated	Hematology	Anticoagulant 'Antiplatelet	0.455230125523013	#FF0000FF	1	10202	37197.5	0.533288527454802	-0.907011802985142	51.4019473020943	4.40652083099097	5.25221052631501e-06	-5.27965787424584	0.00818294399999879	0.000292247999999957	-3.53424845225151	3.53424845225151	1	0	0	FALSE	TRUE	TRUE	FALSE
01E09	1	E	9	10842	37964.25	10135.6666666667	Dicyclomine hydrochloride	treated	Gastroenterology	Antispastic	0.0331443319125641	#FF0000FF	1	10202	37197.5	0.291471201021574	-1.77857475072706	4.70323171590827	0.19085480411254	0.424319675146459	-0.372306830101333	661.090053878184	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01E10	1	E	10	10886	37964.25	10135.6666666667	Amyleine hydrochloride	treated	Neuromuscular	Local anesthetic	0.0352090095022094	#FF0000FF	1	10202	37197.5	0.292654076214799	-1.77273172158772	5.0163037167852	0.219116973242822	0.413279464647197	-0.383756173745571	643.889405920333	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01E11	1	E	11	9845	37964.25	10135.6666666667	Lidocaine hydrochloride	treated	Cardiovascular 'Neuromuscular	Antiarrhythmic 'Local anesthetic	-0.0136393852891721	#FF0000FF	1	10202	37197.5	0.264668324484172	-1.9177425515239	-2.75343858542153	-0.482286443315005	0.685198761833614	-0.164183430483695	1067.53967093677	0.938223537031393	-0.027693676190998	0.027693676190998	0	0	0	FALSE	FALSE	FALSE	FALSE
01E12	1	E	12	10449	37964.25	10135.6666666667	NA	virusCtl	NA	NA	NA	#FF0000FF	17	10202	37197.5	0.280905974863902	-1.83184078400494	1.84921486618732	-0.0667878681211755	0.526624709159541	-0.278498767714023	820.481296870566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
01F01	1	F	1	37229	37964.25	10135.6666666667	NA	cellCtl	NA	NA	NA	#FF0000FF	5	10202	37197.5	1.00084683110424	0.00122120203157485	100.065460244159	8.79955639274646	6.86790176002352e-19	-18.1631759257104	1.07001909421166e-15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
01F02	1	F	2	10305	37964.25	10135.6666666667	Mupirocin	treated	Infectiology	Antibacterial	0.00794588042075629	#FF0000FF	1	10202	37197.5	0.277034746958801	-1.8518611578862	0.776514669107669	-0.163624488167149	0.564986617125877	-0.247961839219887	880.249149482117	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01F03	1	F	3	11139	37964.25	10135.6666666667	Carbamazepine	treated	Central Nervous System	Analgesic 'Anticonvulsant 'Antidiuretic 'Muscle relaxant 'Antidiabetic	0.0470809056426701	#FF0000FF	1	10202	37197.5	0.299455608575845	-1.73958594173692	6.79226878063427	0.379439917688133	0.352180606410681	-0.453234563078349	548.697384787841	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01F04	1	F	4	7628	37964.25	10135.6666666667	Triflupromazine hydrochloride	treated	Central Nervous System	Antiemetic 'Antipsychotic 'Anxiolytic	-0.117670981112892	#FF0000FF	1	10202	37197.5	0.205067544861886	-2.28582891400006	-22.4756633506693	-2.26268472351759	0.988172434403219	-0.00516726515369335	1539.57265280022	0.999999854162159	-6.33365742768098e-08	6.33365742768098e-08	0	0	0	FALSE	FALSE	FALSE	FALSE
01F05	1	F	5	12152	37964.25	10135.6666666667	Mefenamic acid	treated	Central Nervous System 'Metabolism	Analgesic 'Anti-inflammatory 'Antipyretic	0.0946154146951864	#FF0000FF	1	10202	37197.5	0.326688621547147	-1.61401188781073	13.5205803093615	0.986829520889558	0.161863110000603	-0.790852119428917	252.18272538094	0.859649498930398	-0.0656785856265989	0.0656785856265989	0	0	0	FALSE	FALSE	FALSE	FALSE
01F06	1	F	6	12512	37964.25	10135.6666666667	Acetohexamide	treated	Endocrinology	Antidiabetic 'Anti-infiammatory	0.111508231337739	#FF0000FF	1	10202	37197.5	0.3363666913099	-1.57189324500546	15.7773152088146	1.19055333915469	0.116914489336106	-0.932131662929054	182.152774385653	0.734486993490537	-0.134015890418724	0.134015890418724	0	0	0	FALSE	FALSE	FALSE	FALSE
01F07	1	F	7	11067	37964.25	10135.6666666667	Sulpiride	treated	Central Nervous System	Antidepressant 'Antiemetic 'Antipsychotic	0.0437023423141595	#FF0000FF	1	10202	37197.5	0.297519994623295	-1.74894146789684	6.29099568678234	0.334188138802701	0.369118796928105	-0.432833838320209	575.087085613988	0.933066224633313	-0.0300875309886233	0.0300875309886233	0	0	0	FALSE	FALSE	FALSE	FALSE
01F08	1	F	8	35557	37964.25	10135.6666666667	Benoxinate hydrochloride	treated	Neuromuscular	Local anesthetic	1.19288311891448	#FF0000FF	1	10202	37197.5	0.955897573761677	-0.0650720559101153	96.5134391240305	8.47890228963212	1.13664243908216e-17	-16.9443761326348	1.77088892009001e-14	1.77088892009001e-14	-13.7518086792983	13.7518086792983	1	1	1	TRUE	TRUE	FALSE	FALSE
01F09	1	F	9	7509	37964.25	10135.6666666667	Oxethazaine	treated	Neuromuscular	Local anesthetic	-0.12325499550307	#FF0000FF	1	10202	37197.5	0.201868405134754	-2.30851296590333	-23.6910845556637	-2.3724052975832	0.991163653522176	-0.00385463214064444	1544.23297218755	0.999999854162159	-6.33365742768098e-08	6.33365742768098e-08	0	0	0	FALSE	FALSE	FALSE	FALSE
